time_interval_std,avg_down,std_down,avg_up,std_up,packet_ratio,stream
9.877021593352703,980287.25,967288.1796329817,41683.75,29607.275359065043,0.4944916212468979,1
2.449489742783178,1661488.25,1135324.666460078,67745.25,41515.608771731866,0.3906915798473487,1
2.8284271247461903,1789302.25,1206788.921132104,84591.5,51712.877320354164,0.4301619154123198,1
2.331844763272204,1430961.4444444445,198498.119146483,40070.0,39418.67701991025,0.2488327721123954,1
0.9897433186107868,1473039.875,291509.6882761521,54485.625,53569.19697908841,0.3559833745187623,1
1.9587584572574412,1435334.25,454479.61596471793,72221.625,39163.19872002765,0.4486427871801269,1
3.794733192202055,1372662.1666666667,401029.406431921,33999.166666666664,19133.91610392975,0.23517707236345795,1
14.5,591125.3333333334,265459.06376229756,9647.0,3534.568714850512,0.13532741738066092,1
0.0,411512.0,6665.0,7217.0,0.0,0.13617159912560955,1
4.5,588180.3333333334,266589.0730323023,20868.333333333332,19426.157096954496,0.24703755516232936,1
7.5,595366.3333333334,261818.39712076937,32334.333333333332,12404.50736179752,0.47364756312648265,1
6.5,500068.0,101125.94682869477,23484.333333333332,10892.610655342864,0.44688614963089474,1
0.0,758092.0,199908.0,43964.5,7350.5,0.5405191930371787,1
0.0,756887.5,121591.5,42372.5,4268.5,0.5158869002469215,1
10.5,485038.3333333333,91030.62970353563,31255.666666666668,4516.384714446821,0.5905571766237925,1
3.96512575112344,578726.9230769231,484436.65935162595,39701.692307692305,28473.971678290593,0.47368509729285824,1
5.748043145279966,529117.5,121070.89384702116,23001.166666666668,11916.841967242086,0.38876776541047936,1
1.0,521643.6666666667,114616.98756680395,29477.333333333332,10565.568681124341,0.4760141611349135,1
9.877021593352703,385313.25,149879.97344771415,30268.75,13681.15322944305,0.6789116081026403,1
13.5,168398.66666666666,39192.86479563454,3245.6666666666665,1639.0331160643325,0.3312002955530926,0
3.1070853285280604,503220.94444444444,423258.7947332607,6815.055555555556,4986.420966231104,0.352319817967033,0
0.0,133880.5,33671.5,5177.0,429.0,0.47013574660633484,0
12.0,242342.66666666666,104921.61132430672,2951.6666666666665,2313.7787755579016,0.3015816616083105,0
13.212115651930995,273674.3333333333,81330.36422449422,1936.3333333333333,722.0333941184591,0.22323999848233575,0
5.695392874947259,302003.8888888889,403849.491071294,5241.222222222223,7488.8688179750825,0.29859276610857793,0
3.122498999199199,705052.6923076923,688579.6109265446,11604.76923076923,10886.489645101372,0.3875752514857939,0
4.48998886412873,379011.2727272727,248141.81852945994,7122.363636363636,3249.1158314148197,0.3369245857197036,0
2.48746859276655,282173.0,89758.05831901668,7760.6,3780.4974064268317,0.38671461246914773,0
4.94662873101157,399541.0,368148.78394040634,9605.0,4822.7864767165465,0.3848983324578082,0
19.567546828585563,297312.5,88641.14239589876,12091.5,3244.5151024459724,0.4612206237422975,0
3.31007510824486,509573.2,504083.8599059486,13308.68,11447.107448504185,0.5244633841328312,0
1.7732385626305334,564709.487804878,502102.6972864203,9120.487804878048,8992.908599508813,0.397134036046038,0
10.304731922762475,138284.0,21096.15513784443,3308.0,1322.338080825021,0.45532675437437337,0
4.4054834040850315,664046.1428571428,1008231.2218528232,13462.357142857143,18186.64792646024,0.38840838365298463,0
5.028842431250666,382730.0,322775.0674664944,6090.583333333333,4380.9977451552695,0.3026988995451966,0
0.9537935951882998,1845532.04,1064496.8757705393,28308.48,24696.508227877075,0.43664862294264206,0
0.5385164807134505,256166.54545454544,134697.8182595557,6224.090909090909,3573.9093556838607,0.38540822471659625,0
1.4474937289114918,340017.95454545453,313693.09990809887,5422.454545454545,5725.111390161074,0.32232716711965953,0
6.458069887099912,684962.3125,637699.8287071197,8808.6875,8836.49018076995,0.3762100711981116,0
10.812450735568273,876832.1666666666,524587.374250441,12257.166666666666,7462.105599106878,0.45131864423610407,0
11.5,1005216.6666666666,691008.4348073393,54073.333333333336,19280.363920032447,0.5813377526119529,0
22.5,188715.0,35775.39842778368,25485.666666666668,3261.57879288884,0.6904956140602025,0
0.0,706795.5,227615.5,49301.0,12324.0,0.5794102236630972,0
1.632993161855452,312688.0,291092.1470158302,38426.71428571428,13030.361575010504,0.6615266688747837,0
